Vertex,SAT time,VC1 time,VC2 time,SAT size,VC1 size,VC2 size
20,4742484,160,43,0,11,18
20,4955063,242,41,0,11,18
20,4946096,180,72,0,11,18
20,4911966,250,42,0,11,18
20,4876329,145,74,0,11,18
20,4966255,221,71,0,11,18
20,4952488,167,42,0,11,18
20,4939921,221,64,0,11,18
20,4922181,162,71,0,11,18
20,4831885,169,57,0,11,18
20,4983895,205,69,0,11,16
20,4966667,175,53,0,11,16
20,4926650,168,36,0,11,16
20,4955989,244,37,0,11,16
20,4923104,159,66,0,11,16
20,4937983,152,69,0,11,16
20,4894400,232,61,0,11,16
20,4981566,177,56,0,11,16
20,4958405,166,38,0,11,16
20,4924793,235,38,0,11,16
20,4941904,164,57,0,11,16
20,4931497,155,62,0,11,16
20,4918062,228,73,0,11,16
20,4901255,157,55,0,11,16
20,4928321,177,51,0,11,16
20,4904008,231,61,0,11,16
20,4964122,180,47,0,11,16
20,4945185,147,67,0,11,16
20,4922896,231,37,0,11,16
20,4958518,232,68,0,11,16
20,4929150,159,96,0,11,16
20,4969074,232,37,0,11,16
20,4964973,234,37,0,11,16
20,4862887,158,37,0,11,16
20,4918911,166,51,0,11,16
20,4758603,154,43,0,11,16
20,4931462,253,36,0,11,16
20,4969368,151,55,0,11,16
20,4918367,167,55,0,11,16
20,4894329,161,38,0,11,16
25,4928599,239,59,0,13,18
25,4865261,237,45,0,13,18
25,4974025,347,74,0,13,18
25,4913909,344,66,0,13,18
25,4888197,249,55,0,13,18
25,4919003,255,89,0,13,18
25,4945699,355,46,0,13,18
25,4913568,263,63,0,13,18
25,4909973,354,54,0,13,18
25,4908446,235,45,0,13,18
25,4973975,379,65,0,13,20
25,4929463,283,53,0,13,20
25,4949251,390,67,0,13,20
25,4923703,374,47,0,13,20
25,4952220,396,46,0,13,20
25,4952752,286,46,0,13,20
25,4965377,356,74,0,13,20
25,4660883,261,76,0,13,20
25,4930374,261,80,0,13,20
25,4928266,284,91,0,13,20
25,4958822,245,41,0,13,16
25,4952913,373,41,0,13,16
25,4960509,268,51,0,13,16
25,4953634,259,41,0,13,16
25,4970335,366,42,0,13,16
25,4976316,245,58,0,13,16
25,4956620,263,47,0,13,16
25,4872335,322,66,0,13,16
25,4972856,340,70,0,13,16
25,4971211,344,60,0,13,16
25,4932284,241,50,0,12,22
25,4909590,216,82,0,12,22
25,4881244,211,81,0,12,22
25,4941649,324,84,0,12,22
25,4899294,239,51,0,12,22
25,4889594,236,70,0,12,22
25,4956942,237,69,0,12,22
25,4974844,241,69,0,12,22
25,4877092,288,83,0,12,22
25,4902171,330,51,0,12,22
25,4914722,247,47,0,12,18
25,4917848,246,47,0,12,18
25,4965328,235,74,0,12,18
25,4995025,267,91,0,12,18
25,4906194,260,63,0,12,18
25,4937530,265,70,0,12,18
25,4926782,274,46,0,12,18
25,4969926,237,95,0,12,18
25,4870561,368,46,0,12,18
25,4990707,257,46,0,12,18
25,4936573,240,55,0,12,16
25,4930350,226,69,0,12,16
25,4772213,288,61,0,12,16
25,4957288,343,54,0,12,16
25,4775070,205,71,0,12,16
25,4909677,329,39,0,12,16
25,4900493,218,39,0,12,16
25,4993152,221,69,0,12,16
25,4809384,224,69,0,12,16
25,4744755,231,42,0,12,16
25,4916995,247,88,0,12,24
25,4960257,224,52,0,12,24
25,4957084,326,70,0,12,24
25,4961984,345,51,0,12,24
25,4930948,243,73,0,12,24
25,4892301,238,53,0,12,24
25,4952343,304,84,0,12,24
25,4854622,233,74,0,12,24
25,4907416,229,73,0,12,24
25,4957134,290,77,0,12,24
25,4949496,337,46,0,12,18
25,4961390,329,47,0,12,18
25,4946736,228,46,0,12,18
25,4917730,344,46,0,12,18
25,4874526,330,57,0,12,18
25,4929687,238,65,0,12,18
25,4986594,311,76,0,12,18
25,4892711,219,46,0,12,18
25,4929377,225,47,0,12,18
25,4906764,238,64,0,12,18
25,4926122,212,47,0,13,20
25,4903587,300,65,0,13,20
25,4856601,220,46,0,13,20
25,4947365,203,77,0,13,20
25,4924230,213,57,0,13,20
25,4953704,223,63,0,13,20
25,4870256,228,64,0,13,20
25,4909611,295,65,0,13,20
25,4954944,273,66,0,13,20
25,4962617,276,72,0,13,20
25,4937869,229,65,0,12,20
25,4894151,234,65,0,12,20
25,4958492,312,47,0,12,20
25,4888756,204,79,0,12,20
25,4881514,320,46,0,12,20
25,4927008,198,78,0,12,20
25,4944678,210,109,0,12,20
25,4931952,320,47,0,12,20
25,4944962,211,80,0,12,20
25,4909322,214,64,0,12,20
30,4868421,346,55,0,14,24
30,4901730,339,107,0,14,24
30,4939638,456,91,0,14,24
30,4966139,468,82,0,14,24
30,4917036,455,84,0,14,24
30,4940801,323,122,0,14,24
30,4859369,460,78,0,14,24
30,4860217,348,111,0,14,24
30,4891674,324,82,0,14,24
30,4964414,334,58,0,14,24
30,4899940,380,123,0,14,22
30,4922496,371,68,0,14,22
30,4935429,380,53,0,14,22
30,4948262,528,52,0,14,22
30,4878965,482,75,0,14,22
30,4847981,379,72,0,14,22
30,4901707,524,64,0,14,22
30,4908418,492,78,0,14,22
30,4948539,384,99,0,14,22
30,4939385,487,73,0,14,22
30,4969651,350,51,0,13,20
30,4876221,307,84,0,13,20
30,4831261,361,86,0,13,20
30,4905259,342,77,0,13,20
30,4917219,355,71,0,13,20
30,4883938,354,52,0,13,20
30,4828951,488,52,0,13,20
30,4946015,485,52,0,13,20
30,4913079,478,52,0,13,20
30,4892602,496,51,0,13,20
30,4961883,525,54,0,15,22
30,4917726,482,76,0,15,22
30,4947156,361,121,0,15,22
30,4950465,518,78,0,15,22
30,4940153,380,53,0,15,22
30,4917657,481,80,0,15,22
30,4944751,384,76,0,15,22
30,4942846,340,88,0,15,22
30,4891412,492,87,0,15,22
30,4941325,355,55,0,15,22
30,4865514,309,85,0,14,24
30,4933939,317,106,0,14,24
30,4879558,349,70,0,14,24
30,4899409,320,88,0,14,24
30,4964267,433,87,0,14,24
30,4911778,465,80,0,14,24
30,4856782,322,126,0,14,24
30,4976437,477,58,0,14,24
30,4917696,341,81,0,14,24
30,4945780,347,59,0,14,24
30,4956168,367,53,0,15,22
30,4919900,524,52,0,15,22
30,4911594,364,53,0,15,22
30,4917893,333,53,0,15,22
30,4937358,513,53,0,15,22
30,4924686,367,72,0,15,22
30,4940174,334,72,0,15,22
30,4870408,365,72,0,15,22
30,4957280,352,81,0,15,22
30,4955041,345,74,0,15,22
30,5000173,938,260,0,16,24
30,5000119,943,205,0,16,24
30,5000115,928,207,0,16,24
30,5000132,985,203,0,16,24
30,5000067,884,207,0,16,24
30,4998406,994,202,0,16,24
30,5000071,1027,204,0,16,24
30,5000129,881,162,0,16,24
30,5000097,935,216,0,16,24
30,5000108,966,202,0,16,24
30,5000138,847,134,0,14,20
30,5000027,922,209,0,14,20
30,5000042,497,111,0,14,20
30,5000048,490,114,0,14,20
30,5000016,482,107,0,14,20
30,5000052,513,123,0,14,20
30,4997347,483,92,0,14,20
30,4996045,488,119,0,14,20
30,4999439,487,109,0,14,20
30,5000061,529,115,0,14,20
30,5000019,464,90,0,14,20
30,5000054,484,107,0,14,20
30,4998866,458,92,0,14,20
30,4997734,458,92,0,14,20
30,4997917,484,106,0,14,20
30,4999754,472,68,0,14,20
30,4905535,459,110,0,14,20
30,4568560,457,111,0,14,20
30,4908561,459,103,0,14,20
30,4093717,459,112,0,14,20
30,5000099,875,264,0,14,24
30,5000139,885,205,0,14,24
30,5000095,876,203,0,14,24
30,5000131,880,209,0,14,24
30,5000114,899,228,0,14,24
30,5000126,884,207,0,14,24
30,5000130,929,200,0,14,24
30,5000120,902,214,0,14,24
30,5000136,842,164,0,14,24
30,5000040,888,237,0,14,24
35,4999954,1326,116,0,19,30
35,4998286,776,143,0,19,30
35,5000002,775,142,0,19,30
35,4996016,812,138,0,19,30
35,5000053,786,121,0,19,30
35,5000022,813,143,0,19,30
35,5000047,778,126,0,19,30
35,4995913,779,143,0,19,30
35,5000017,783,154,0,19,30
35,4993263,798,144,0,19,30
35,4995060,718,112,0,18,26
35,5000037,722,138,0,18,26
35,4999995,728,128,0,18,26
35,5000031,750,115,0,18,26
35,4997413,726,88,0,18,26
35,4906383,718,135,0,18,26
35,5000042,721,134,0,18,26
35,4995913,720,126,0,18,26
35,5000127,720,131,0,18,26
35,5000136,719,125,0,18,26
35,5000149,1154,280,0,17,26
35,5000124,1148,220,0,17,26
35,5000131,1161,252,0,17,26
35,5000123,1116,221,0,17,26
35,5000127,1143,256,0,17,26
35,5000110,1154,269,0,17,26
35,5000136,1090,219,0,17,26
35,5000136,1074,182,0,17,26
35,5000097,1161,260,0,17,26
35,5000042,1074,217,0,17,26
35,5000154,1190,275,0,17,28
35,5000025,1158,221,0,17,28
35,5000067,1224,262,0,17,28
35,5000087,1183,221,0,17,28
35,5000063,1153,229,0,17,28
35,5000082,1153,220,0,17,28
35,4998343,1250,257,0,17,28
35,5000056,1172,222,0,17,28
35,5000057,1152,209,0,17,28
35,5000041,1165,192,0,17,28
35,5000192,1285,289,0,18,26
35,5000086,1269,208,0,18,26
35,5000087,1283,263,0,18,26
35,5000068,1248,228,0,18,26
35,5000125,1278,258,0,18,26
35,5000111,1248,218,0,18,26
35,5000138,1361,290,0,18,26
35,5000053,1246,231,0,18,26
35,5000111,1324,253,0,18,26
35,5000100,1264,234,0,18,26
35,5000188,1254,277,0,17,28
35,5000139,1246,224,0,17,28
35,5000117,1222,153,0,17,28
35,5000135,1258,262,0,17,28
35,5000078,1245,250,0,17,28
35,5000055,1260,256,0,17,28
35,5000145,1282,224,0,17,28
35,5000126,1177,184,0,17,28
35,5000121,1213,216,0,17,28
35,5000145,1206,222,0,17,28
35,5000134,1060,263,0,16,26
35,5000113,1068,246,0,16,26
35,5000124,1018,205,0,16,26
35,5000128,1046,210,0,16,26
35,5000134,1044,253,0,16,26
35,5000032,1024,203,0,16,26
35,5000048,1046,249,0,16,26
35,5000001,1016,213,0,16,26
35,5000048,1016,236,0,16,26
35,5000039,1048,243,0,16,26
35,5000185,1318,284,0,16,24
35,5000056,1248,213,0,16,24
35,5000084,1306,262,0,16,24
35,5000070,1209,172,0,16,24
35,5000147,1296,245,0,16,24
35,5000137,1268,236,0,16,24
35,5000124,1339,249,0,16,24
35,5000076,1268,222,0,16,24
35,5000154,1259,198,0,16,24
35,5000121,1260,253,0,16,24
35,5000109,1201,270,0,18,24
35,5000128,1267,247,0,18,24
35,5000134,1198,213,0,18,24
35,5000119,1255,254,0,18,24
35,5000131,1191,211,0,18,24
35,5000135,1242,247,0,18,24
35,4998418,1215,213,0,18,24
35,5000138,1257,247,0,18,24
35,5000066,1202,210,0,18,24
35,5000059,1224,244,0,18,24
35,5000131,1210,299,0,18,28
35,5000051,1139,223,0,18,28
35,5000133,1175,273,0,18,28
35,5000083,1147,227,0,18,28
35,5000063,1178,278,0,18,28
35,5000115,1158,233,0,18,28
35,5000068,1232,265,0,18,28
35,5000112,1140,234,0,18,28
35,5000061,1186,262,0,18,28
35,5000145,1140,175,0,18,28
40,5000103,1636,298,0,19,28
40,5000116,1649,296,0,19,28
40,5000131,1625,280,0,19,28
40,5000139,1647,308,0,19,28
40,5000110,1631,274,0,19,28
40,5000108,1645,255,0,19,28
40,5000125,1627,205,0,19,28
40,5000110,1698,372,0,19,28
40,5000081,1629,245,0,19,28
40,5000079,1653,237,0,19,28
40,5000182,1779,306,0,20,30
40,5000075,1791,290,0,20,30
40,5000057,1774,292,0,20,30
40,5000106,1792,309,0,20,30
40,5000090,1778,232,0,20,30
40,5000119,1773,293,0,20,30
40,5000087,1772,281,0,20,30
40,4999867,1783,292,0,20,30
40,5000052,1810,292,0,20,30
40,5000134,1763,279,0,20,30
40,5000150,1747,287,0,20,28
40,5000112,1716,265,0,20,28
40,5000131,1737,276,0,20,28
40,5000129,1612,271,0,20,28
40,5000113,1746,268,0,20,28
40,5000134,1724,276,0,20,28
40,5000138,1742,268,0,20,28
40,5000117,1747,338,0,20,28
40,5000084,1752,233,0,20,28
40,5000100,1571,229,0,20,28
40,5000176,1746,308,0,20,28
40,5000110,1731,284,0,20,28
40,5000132,1748,236,0,20,28
40,5000082,1728,291,0,20,28
40,5000133,1734,278,0,20,28
40,4998385,1729,247,0,20,28
40,5000101,1752,277,0,20,28
40,5000125,1763,340,0,20,28
40,5000108,1748,269,0,20,28
40,5000113,1722,288,0,20,28
40,5000122,1718,327,0,21,34
40,5000131,1747,307,0,21,34
40,5000082,1718,312,0,21,34
40,5000094,1756,302,0,21,34
40,5000135,1723,321,0,21,34
40,4999999,1268,112,0,21,34
40,5000012,1715,302,0,21,34
40,5000043,1779,370,0,21,34
40,5000030,1676,277,0,21,34
40,5000017,1723,307,0,21,34
40,5000123,1629,276,0,19,28
40,5000135,1649,277,0,19,28
40,5000133,1487,274,0,19,28
40,5000105,1648,273,0,19,28
40,5000137,1645,231,0,19,28
40,5000096,1508,279,0,19,28
40,5000096,1588,276,0,19,28
40,5000011,1675,341,0,19,28
40,5000044,1653,192,0,19,28
40,5000052,1670,222,0,19,28
40,5000161,1773,295,0,21,30
40,5000047,1788,275,0,21,30
40,5000137,1770,281,0,21,30
40,5000140,1792,282,0,21,30
40,5000131,1773,287,0,21,30
40,5000088,1799,297,0,21,30
40,5000111,1824,279,0,21,30
40,5000106,1811,246,0,21,30
40,5000043,1790,232,0,21,30
40,5000053,1785,322,0,21,30
40,5000099,1627,251,0,20,30
40,4998408,1642,266,0,20,30
40,5000053,1627,277,0,20,30
40,5000122,1632,268,0,20,30
40,5000115,1624,273,0,20,30
40,5000132,1651,269,0,20,30
40,5000141,1628,280,0,20,30
40,5000125,2607,250,0,20,30
40,4999948,1652,284,0,20,30
40,5000057,1597,217,0,20,30
40,5000180,1833,326,0,20,30
40,5000089,1802,283,0,20,30
40,5000118,1544,292,0,20,30
40,5000129,1814,256,0,20,30
40,5000124,1803,306,0,20,30
40,5000134,1911,248,0,20,30
40,4998307,1865,292,0,20,30
40,5000102,1828,260,0,20,30
40,5000081,1834,237,0,20,30
40,5000126,1872,293,0,20,30
40,5000160,1712,258,0,18,30
40,5000129,1625,289,0,18,30
40,5000137,1606,274,0,18,30
40,5000005,1631,281,0,18,30
40,5000058,1603,276,0,18,30
40,5000052,1633,236,0,18,30
40,5000034,1557,278,0,18,30
40,5000091,1661,362,0,18,30
40,5000076,1612,241,0,18,30
40,5000052,1639,274,0,18,30
45,5000147,2118,326,0,21,34
45,5000056,2113,305,0,21,34
45,5000090,2091,320,0,21,34
45,5000132,2112,316,0,21,34
45,5000111,2124,308,0,21,34
45,5000039,2113,310,0,21,34
45,5000103,2118,303,0,21,34
45,5000111,2051,328,0,21,34
45,5000110,2122,256,0,21,34
45,5000064,2060,316,0,21,34
45,5000181,1994,298,0,19,28
45,5000067,1977,231,0,19,28
45,5000142,1932,283,0,19,28
45,5000103,1999,274,0,19,28
45,5000136,1936,282,0,19,28
45,4999889,1984,285,0,19,28
45,5000069,1973,281,0,19,28
45,4998323,2000,331,0,19,28
45,4999860,1981,277,0,19,28
45,5000053,1196,161,0,19,28
45,5000153,2441,355,0,23,38
45,5000104,2432,342,0,23,38
45,5000096,2416,319,0,23,38
45,5000082,2405,321,0,23,38
45,5000114,2443,308,0,23,38
45,5000128,2437,325,0,23,38
45,5000115,2356,275,0,23,38
45,5000092,2436,336,0,23,38
45,5000124,2369,172,0,23,38
45,5000068,1480,163,0,23,38
45,5000002,2189,145,0,23,34
45,5000067,1318,153,0,23,34
45,4997888,1316,158,0,23,34
45,5000018,1302,161,0,23,34
45,5000014,1316,163,0,23,34
45,4989974,1320,162,0,23,34
45,4992394,1233,125,0,23,34
45,5000038,1318,146,0,23,34
45,5000041,1327,158,0,23,34
45,5000056,1324,168,0,23,34
45,5000150,2224,334,0,21,34
45,5000121,2195,312,0,21,34
45,5000059,2192,271,0,21,34
45,5000118,2224,312,0,21,34
45,5000120,2192,322,0,21,34
45,5000095,2152,316,0,21,34
45,5000112,2213,324,0,21,34
45,5000048,2205,351,0,21,34
45,5000104,2222,324,0,21,34
45,5000058,2218,315,0,21,34
45,5000022,2004,139,0,21,32
45,4999696,1204,161,0,21,32
45,4994855,1188,161,0,21,32
45,5000044,1210,163,0,21,32
45,4998705,1235,163,0,21,32
45,5000068,1196,161,0,21,32
45,5000049,1185,146,0,21,32
45,5000050,1205,160,0,21,32
45,5000023,1232,170,0,21,32
45,4991943,1814,158,0,21,32
45,5000054,1489,177,0,23,32
45,4927481,1473,164,0,23,32
45,5000060,1475,159,0,23,32
45,5000043,1461,167,0,23,32
45,4992201,1530,116,0,23,32
45,4979418,1460,162,0,23,32
45,4886433,1489,132,0,23,32
45,4860249,1461,169,0,23,32
